Rk,Player,Pos,Age,Tm,G,MP,FG%,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,-9999
464,Neemias Queta,C,22,SAC,14,120,.447,1.000,.447,.368,.132,.053,.000,.447,.529,.500,.200,.000,,quetane01
465,Immanuel Quickley,PG,22,NYK,78,1802,.392,.453,.090,.167,.130,.066,.547,.448,.631,.421,.404,.354,.346,quickim01
466,Jahmi'us Ramsey,SG,20,SAC,19,134,.414,.690,.310,.224,.069,.086,.310,.475,.667,.231,.250,.600,.278,ramseja01
467,Julius Randle,PF,27,NYK,72,2544,.411,.687,.254,.152,.137,.144,.313,.458,.627,.368,.374,.335,.308,randlju01
468,Austin Reaves,SG,23,LAL,61,1418,.459,.475,.211,.157,.066,.041,.525,.616,.746,.560,.571,.231,.317,reaveau01
469,Cam Reddish,SF,22,TOT,49,1012,.404,.549,.211,.125,.108,.105,.451,.442,.593,.471,.273,.279,.359,reddica01
469,Cam Reddish,SF,22,ATL,34,797,.402,.554,.210,.111,.120,.114,.446,.421,.583,.447,.293,.231,.379,reddica01
469,Cam Reddish,SF,22,NYK,15,215,.415,.523,.215,.200,.046,.062,.477,.559,.643,.538,.000,.750,.258,reddica01
470,Davon Reed,SG,26,DEN,48,668,.503,.466,.099,.161,.075,.130,.534,.587,.688,.500,.583,.619,.430,reedda01
471,Paul Reed,C,22,PHI,38,302,.563,.917,.625,.219,.042,.031,.083,.591,.767,.190,.250,.333,.250,reedpa01
472,Naz Reid,C,22,MIN,77,1215,.489,.651,.399,.244,.008,.000,.349,.568,.684,.379,.500,,.343,reidna01
473,Nick Richards,C,24,CHO,50,367,.667,1.000,.689,.278,.033,.000,.000,.667,.774,.360,1.000,,,richani01
474,Josh Richardson,SG,28,TOT,65,1600,.438,.539,.109,.154,.178,.099,.461,.458,.655,.390,.432,.396,.415,richajo01
474,Josh Richardson,SG,28,BOS,44,1087,.443,.545,.108,.155,.175,.108,.455,.481,.703,.453,.400,.432,.397,richajo01
474,Josh Richardson,SG,28,SAS,21,513,.429,.529,.110,.152,.183,.084,.471,.416,.571,.276,.486,.313,.444,richajo01
475,Austin Rivers,SG,29,DEN,67,1480,.417,.340,.160,.151,.020,.009,.660,.563,.750,.453,.143,.000,.342,riverau01
476,Duncan Robinson,SG,27,MIA,79,2043,.399,.140,.077,.039,.012,.012,.860,.569,.679,.393,.556,.444,.372,robindu01
477,Justin Robinson,PG,24,TOT,25,304,.301,.344,.065,.075,.118,.086,.656,.313,.833,.143,.182,.250,.295,robinju01
477,Justin Robinson,PG,24,MIL,17,198,.316,.351,.088,.070,.140,.053,.649,.400,1.000,.250,.250,.000,.270,robinju01
477,Justin Robinson,PG,24,SAC,3,15,.125,.625,.000,.250,.250,.125,.375,.200,,.000,.000,1.000,.000,robinju01
477,Justin Robinson,PG,24,DET,5,91,.321,.250,.036,.036,.036,.143,.750,.143,.000,.000,.000,.250,.381,robinju01
478,Mitchell Robinson,C,23,NYK,72,1848,.761,1.000,.918,.082,.000,.000,.000,.761,.781,.536,,,,robinmi01
479,Jeremiah Robinson-Earl,C,21,OKC,49,1087,.414,.491,.244,.151,.062,.034,.509,.478,.608,.429,.200,.273,.352,robinje02
480,Isaiah Roby,PF,23,OKC,45,948,.514,.693,.319,.328,.031,.015,.307,.545,.699,.425,.300,.400,.444,robyis01
481,Rajon Rondo,PG,35,TOT,39,697,.386,.500,.222,.170,.091,.017,.500,.420,.641,.233,.313,.000,.352,rondora01
481,Rajon Rondo,PG,35,LAL,18,289,.324,.577,.254,.225,.085,.014,.423,.366,.611,.125,.333,.000,.267,rondora01
481,Rajon Rondo,PG,35,CLE,21,408,.429,.448,.200,.133,.095,.019,.552,.468,.667,.357,.300,.000,.397,rondora01
482,Derrick Rose,PG,33,NYK,26,636,.445,.664,.245,.230,.088,.102,.336,.467,.582,.508,.292,.250,.402,rosede01
483,Terrence Ross,SG,30,ORL,63,1448,.397,.523,.108,.125,.155,.135,.477,.493,.700,.435,.523,.347,.292,rosste01
484,Terry Rozier,SG,27,CHO,73,2458,.444,.492,.181,.165,.082,.064,.508,.516,.649,.396,.521,.440,.374,roziete01
485,Ricky Rubio,PG,31,CLE,34,970,.363,.577,.197,.165,.136,.078,.423,.380,.481,.294,.375,.313,.339,rubiori01
486,D'Angelo Russell,PG,25,MIN,65,2077,.411,.469,.128,.128,.104,.109,.531,.492,.696,.392,.465,.396,.340,russeda01
487,Matt Ryan,SF,24,BOS,1,5,.200,.000,.000,.000,.000,.000,1.000,,,,,,.200,ryanma01
488,Domantas Sabonis,PF-C,25,TOT,62,2136,.573,.838,.485,.265,.047,.041,.162,.623,.739,.517,.389,.219,.312,sabondo01
488,Domantas Sabonis,PF,25,IND,47,1632,.580,.811,.511,.226,.042,.032,.189,.639,.750,.504,.292,.278,.324,sabondo01
488,Domantas Sabonis,C,25,SAC,15,504,.554,.916,.411,.376,.059,.069,.084,.584,.699,.539,.583,.143,.235,sabondo01
489,Olivier Sarr,C,22,OKC,22,421,.574,.713,.238,.396,.069,.010,.287,.625,.667,.575,.857,.000,.448,sarrol01
490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,.377,.723,.241,.236,.152,.094,.277,.442,.630,.333,.379,.333,.208,satorto01
490,Tomáš Satoranský,SG,30,NOP,32,481,.299,.710,.234,.262,.150,.065,.290,.355,.520,.286,.375,.000,.161,satorto01
490,Tomáš Satoranský,SF,30,SAS,1,9,,,,,,,,,,,,,,satorto01
490,Tomáš Satoranský,PG,30,WAS,22,416,.476,.738,.250,.202,.155,.131,.262,.548,.762,.412,.385,.545,.273,satorto01
491,Jordan Schakel,SG,23,WAS,4,30,.091,.455,.091,.273,.000,.091,.545,.000,.000,.000,,.000,.167,schakjo01
492,Admiral Schofield,SF,24,ORL,38,469,.419,.388,.147,.209,.023,.008,.612,.560,.632,.481,.667,1.000,.329,schofad01
493,Dennis Schröder,SG-PG,28,TOT,64,1837,.431,.655,.169,.228,.126,.133,.345,.477,.639,.442,.374,.427,.344,schrode01
493,Dennis Schröder,SG,28,BOS,49,1433,.440,.671,.163,.240,.132,.137,.329,.485,.653,.471,.403,.388,.349,schrode01
493,Dennis Schröder,PG,28,HOU,15,404,.393,.586,.193,.179,.100,.114,.414,.439,.593,.280,.214,.625,.328,schrode01
494,Tre Scott,SF,25,CLE,2,11,.500,.833,.500,.167,.167,.000,.167,.600,.667,1.000,.000,,.000,scotttr01
495,Jay Scrubb,SG,21,LAC,18,121,.391,.543,.239,.087,.130,.087,.457,.480,.545,.500,.500,.250,.286,scrubja01
496,Wayne Selden,SG,27,NYK,3,19,.250,.500,.000,.500,.000,.000,.500,.000,,.000,,,.500,seldewa01
497,Alperen Şengün,C,19,HOU,72,1489,.474,.777,.429,.297,.042,.010,.223,.539,.671,.385,.318,.400,.248,sengual01
498,Collin Sexton,SG,23,CLE,11,316,.450,.702,.305,.258,.066,.073,.298,.538,.739,.385,.400,.364,.244,sextoco01
499,Landry Shamet,SG,24,PHO,69,1437,.394,.311,.089,.109,.058,.056,.689,.450,.628,.340,.393,.444,.368,shamela01
500,Day'Ron Sharpe,PF,20,BRK,32,391,.577,.953,.772,.161,.020,.000,.047,.592,.652,.333,.333,,.286,sharpda01
501,Pascal Siakam,PF,27,TOR,68,2578,.494,.819,.216,.340,.132,.132,.181,.527,.716,.498,.447,.371,.344,siakapa01
502,Chris Silva,PF,25,TOT,10,91,.533,1.000,.533,.400,.000,.067,.000,.533,.750,.333,,.000,,silvach01
502,Chris Silva,PF,25,MIN,1,3,,,,,,,,,,,,,,silvach01
502,Chris Silva,PF,25,MIA,9,88,.533,1.000,.533,.400,.000,.067,.000,.533,.750,.333,,.000,,silvach01
503,Marko Simonovic,C,22,CHI,9,35,.267,.667,.333,.200,.000,.133,.333,.300,.600,.000,,.000,.200,simonma01
504,Anfernee Simons,SG,22,POR,57,1681,.443,.445,.113,.118,.109,.105,.555,.490,.567,.489,.483,.417,.405,simonan01
505,Zavier Simpson,PG,24,OKC,4,174,.365,.846,.250,.442,.096,.058,.154,.409,.538,.391,.400,.000,.125,simpsza01
506,Jericho Sims,PF,23,NYK,41,555,.722,1.000,.815,.148,.037,.000,.000,.722,.795,.500,.000,,,simsje01
507,Deividas Sirvydis,SG,21,DET,3,27,.100,.300,.200,.100,.000,.000,.700,.000,.000,.000,,,.143,sirvyde01
508,Javonte Smart,PG,22,TOT,17,200,.317,.550,.183,.167,.133,.067,.450,.333,.545,.300,.125,.250,.296,smartja01
508,Javonte Smart,PG,22,MIL,13,160,.256,.581,.209,.140,.140,.093,.419,.280,.556,.000,.167,.250,.222,smartja01
508,Javonte Smart,PG,22,MIA,4,40,.471,.471,.118,.235,.118,.000,.529,.500,.500,.750,.000,,.444,smartja01
509,Marcus Smart,PG,27,BOS,71,2296,.418,.499,.146,.251,.075,.026,.501,.506,.695,.439,.500,.105,.331,smartma01
510,Dennis Smith Jr.,PG,24,POR,37,638,.418,.857,.354,.307,.090,.106,.143,.451,.522,.431,.235,.450,.222,smithde03
511,Ish Smith,PG,33,TOT,65,1126,.430,.844,.200,.172,.205,.267,.156,.441,.500,.392,.364,.487,.373,smithis01
511,Ish Smith,PG,33,CHO,37,511,.395,.865,.254,.211,.205,.195,.135,.394,.489,.282,.368,.417,.400,smithis01
511,Ish Smith,PG,33,WAS,28,615,.457,.829,.159,.143,.204,.322,.171,.478,.513,.514,.360,.519,.357,smithis01
512,Jalen Smith,PF,21,TOT,51,925,.503,.651,.291,.246,.063,.051,.349,.596,.765,.500,.364,.389,.328,smithja04
512,Jalen Smith,PF,21,PHO,29,382,.460,.715,.248,.328,.073,.066,.285,.551,.706,.556,.200,.333,.231,smithja04
512,Jalen Smith,PF,21,IND,22,543,.531,.610,.319,.192,.056,.042,.390,.631,.794,.439,.500,.444,.373,smithja04
513,Xavier Sneed,SF,24,TOT,9,39,.200,.200,.100,.000,.100,.000,.800,.500,1.000,,.000,,.125,sneedxa01
513,Xavier Sneed,SF,24,MEM,2,8,.000,.000,.000,.000,.000,.000,1.000,,,,,,.000,sneedxa01
513,Xavier Sneed,SF,24,UTA,7,31,.250,.250,.125,.000,.125,.000,.750,.500,1.000,,.000,,.167,sneedxa01
514,Tony Snell,SG,30,TOT,53,823,.404,.251,.105,.094,.035,.018,.749,.558,.722,.375,.500,.667,.352,snellto01
514,Tony Snell,SG,30,POR,38,546,.371,.227,.082,.072,.052,.021,.773,.545,.500,.429,.600,1.000,.320,snellto01
514,Tony Snell,SG,30,NOP,15,277,.446,.284,.135,.122,.014,.014,.716,.571,.900,.333,.000,.000,.396,snellto01
515,Jaden Springer,SG,19,PHI,2,6,1.000,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,sprinja01
516,Cassius Stanley,SG,22,DET,9,155,.413,.630,.152,.413,.043,.022,.370,.517,.571,.526,.500,.000,.235,stanlca01
517,Nik Stauskas,SG,28,TOT,8,39,.357,.286,.071,.071,.071,.071,.714,.250,.000,.000,1.000,.000,.400,stausni01
517,Nik Stauskas,SG,28,MIA,2,24,.375,.500,.125,.125,.125,.125,.500,.250,.000,.000,1.000,.000,.500,stausni01
517,Nik Stauskas,SG,28,BOS,6,15,.333,.000,.000,.000,.000,.000,1.000,,,,,,.333,stausni01
518,Lance Stephenson,PG-SG,31,TOT,46,814,.455,.721,.220,.164,.080,.257,.279,.515,.662,.547,.423,.398,.300,stephla01
518,Lance Stephenson,SG,31,ATL,6,70,.385,.769,.231,.000,.154,.385,.231,.500,.667,,.500,.400,.000,stephla01
518,Lance Stephenson,PG,31,IND,40,744,.458,.719,.219,.171,.077,.252,.281,.516,.662,.547,.417,.397,.310,stephla01
519,Lamar Stevens,PF,24,CLE,63,1015,.489,.796,.382,.201,.125,.088,.204,.543,.730,.266,.475,.464,.277,stevela01
520,Isaiah Stewart,C,20,DET,71,1816,.510,.906,.584,.243,.039,.041,.094,.529,.591,.445,.158,.500,.326,stewais01
521,Max Strus,SF,25,MIA,68,1587,.441,.216,.135,.053,.016,.012,.784,.557,.658,.433,.222,.429,.410,strusma01
522,Jalen Suggs,PG,20,ORL,48,1307,.361,.642,.263,.245,.069,.066,.358,.443,.611,.313,.395,.306,.214,suggsja01
523,Craig Sword,SG,28,WAS,3,19,.750,.750,.750,.000,.000,.000,.250,1.000,1.000,,,,.000,swordcr01
524,Keifer Sykes,PG,28,IND,32,566,.363,.526,.168,.079,.116,.163,.474,.420,.688,.333,.182,.355,.300,sykeske01
525,Jae'Sean Tate,PF,26,HOU,78,2056,.498,.723,.414,.295,.010,.004,.277,.569,.705,.391,.286,.333,.312,tateja01
526,Jayson Tatum,SF,23,BOS,76,2731,.453,.584,.220,.176,.088,.100,.416,.524,.741,.413,.328,.410,.353,tatumja01
527,Terry Taylor,SG,22,IND,33,714,.614,.827,.482,.282,.045,.018,.173,.676,.755,.565,.600,.500,.316,taylote01
528,Garrett Temple,SG,35,NOP,59,1098,.376,.373,.180,.071,.071,.051,.627,.473,.642,.429,.238,.267,.319,templga01
529,Emanuel Terry,PF,25,PHO,3,18,.000,1.000,.600,.400,.000,.000,.000,.000,.000,.000,,,,terryem01
530,Tyrell Terry,PG,21,MEM,2,3,1.000,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,terryty01
531,Jon Teske,C,24,MEM,3,8,.000,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,teskejo01
532,Daniel Theis,C,29,TOT,47,977,.519,.632,.378,.134,.076,.045,.368,.641,.745,.590,.364,.385,.308,theisda01
532,Daniel Theis,C,29,HOU,26,584,.469,.559,.346,.089,.078,.045,.441,.610,.710,.625,.357,.250,.291,theisda01
532,Daniel Theis,C,29,BOS,21,393,.598,.750,.429,.205,.071,.045,.250,.679,.792,.565,.375,.600,.357,theisda01
533,Brodric Thomas,SG,25,BOS,12,60,.444,.500,.389,.111,.000,.000,.500,.667,.857,.000,,,.222,thomabr01
534,Cam Thomas,SG,20,BRK,67,1176,.433,.654,.107,.145,.250,.151,.346,.520,.574,.521,.548,.434,.270,thomaca02
535,Isaiah Thomas,PG,32,TOT,22,333,.401,.503,.126,.180,.132,.066,.497,.464,.571,.233,.636,.545,.337,thomais02
535,Isaiah Thomas,PG,32,LAL,4,101,.308,.436,.103,.077,.205,.051,.564,.412,.500,.000,.625,.000,.227,thomais02
535,Isaiah Thomas,PG,32,DAL,1,13,.375,.625,.125,.000,.250,.250,.375,.600,1.000,,.500,.500,.000,thomais02
535,Isaiah Thomas,PG,32,CHO,17,219,.433,.517,.133,.225,.100,.058,.483,.468,.563,.259,.667,.714,.397,thomais02
536,Matt Thomas,SG,27,CHI,40,459,.410,.321,.007,.015,.082,.216,.679,.465,1.000,.000,.273,.552,.385,thomama02
537,Klay Thompson,SG,31,GSW,32,941,.429,.483,.061,.129,.162,.131,.517,.477,.714,.486,.409,.440,.385,thompkl01
538,Tristan Thompson,PF,30,TOT,57,897,.528,.989,.487,.464,.034,.004,.011,.530,.608,.452,.556,.000,.333,thomptr01
538,Tristan Thompson,PF,30,SAC,30,455,.503,.993,.497,.470,.026,.000,.007,.500,.560,.423,.750,,1.000,thomptr01
538,Tristan Thompson,PF,30,IND,4,66,.542,1.000,.292,.667,.042,.000,.000,.542,.857,.375,1.000,,,thomptr01
538,Tristan Thompson,PF,30,CHI,23,376,.565,.978,.522,.402,.043,.011,.022,.578,.646,.541,.250,.000,.000,thomptr01
539,JT Thor,PF,19,CHO,33,262,.436,.509,.255,.127,.073,.055,.491,.607,.786,.429,.250,.667,.259,thorjt01
540,Matisse Thybulle,SG,24,PHI,66,1685,.500,.520,.407,.097,.017,.000,.480,.673,.795,.276,.000,,.313,thybuma01
541,Killian Tillie,C,23,MEM,36,461,.339,.323,.126,.157,.039,.000,.677,.390,.688,.200,.200,,.314,tilliki02
542,Xavier Tillman Sr.,PF,23,MEM,53,701,.454,.773,.389,.245,.106,.032,.227,.527,.595,.472,.478,.286,.204,tillmxa01
543,Isaiah Todd,PF,20,WAS,12,74,.269,.385,.154,.115,.077,.038,.615,.300,.250,.333,.000,1.000,.250,toddis01
544,Obi Toppin,PF,23,NYK,72,1230,.531,.643,.505,.108,.017,.013,.357,.655,.728,.392,.375,.333,.308,toppiob01
545,Juan Toscano-Anderson,SF,28,GSW,73,994,.489,.630,.328,.277,.013,.013,.370,.588,.662,.538,.000,.333,.322,toscaju01
546,Karl-Anthony Towns,C,26,MIN,74,2476,.529,.699,.333,.255,.049,.062,.301,.580,.688,.537,.350,.360,.410,townska01
547,Gary Trent Jr.,SG,23,TOR,70,2448,.414,.498,.087,.131,.113,.167,.502,.445,.579,.415,.480,.376,.383,trentga02
548,P.J. Tucker,PF,36,MIA,71,1981,.484,.549,.199,.255,.079,.016,.451,.540,.600,.532,.471,.286,.415,tuckepj01
549,Rayjon Tucker,SG,24,TOT,5,71,.667,.444,.222,.000,.111,.111,.556,.500,1.000,,.000,.000,.800,tuckera01
549,Rayjon Tucker,SG,24,DEN,3,29,.500,.000,.000,.000,.000,.000,1.000,,,,,,.500,tuckera01
549,Rayjon Tucker,SG,24,MIL,2,42,.714,.571,.286,.000,.143,.143,.429,.500,1.000,,.000,.000,1.000,tuckera01
550,Myles Turner,C,25,IND,42,1235,.509,.534,.242,.216,.048,.028,.466,.662,.789,.565,.526,.545,.333,turnemy01
551,Jonas Valanciunas,C,29,NOP,74,2240,.544,.832,.333,.324,.132,.043,.168,.581,.696,.520,.484,.450,.361,valanjo01
552,Denzel Valentine,SG,28,TOT,24,222,.379,.288,.061,.091,.106,.030,.712,.316,.750,.333,.143,.000,.404,valende01
552,Denzel Valentine,SG,28,CLE,22,204,.371,.290,.065,.081,.113,.032,.710,.278,.750,.200,.143,.000,.409,valende01
552,Denzel Valentine,SG,28,UTA,2,18,.500,.250,.000,.250,.000,.000,.750,1.000,,1.000,,,.333,valende01
553,Jarred Vanderbilt,PF,22,MIN,74,1880,.587,.961,.726,.211,.022,.003,.039,.605,.710,.289,.250,.000,.143,vandeja01
554,Fred VanVleet,PG,27,TOR,65,2462,.403,.415,.086,.122,.091,.116,.585,.440,.649,.313,.410,.441,.377,vanvlfr01
555,Devin Vassell,SF,21,SAS,71,1937,.427,.503,.131,.126,.151,.096,.497,.492,.670,.448,.417,.425,.361,vassede01
556,Gabe Vincent,PG,25,MIA,68,1589,.417,.370,.138,.078,.082,.072,.630,.500,.563,.475,.524,.378,.368,vincega01
557,Nikola Vucevic,C,31,CHI,73,2418,.473,.713,.223,.253,.137,.101,.287,.537,.708,.490,.449,.397,.314,vucevni01
558,Dean Wade,PF,25,CLE,51,980,.456,.346,.198,.055,.069,.023,.654,.640,.767,.500,.267,1.000,.359,wadede01
559,Franz Wagner,SF,20,ORL,79,2429,.468,.722,.295,.367,.043,.016,.278,.511,.625,.455,.310,.250,.354,wagnefr01
560,Moritz Wagner,C,24,ORL,63,960,.497,.492,.316,.169,.000,.008,.508,.672,.752,.552,,.000,.328,wagnemo01
561,Ish Wainright,PF,27,PHO,45,359,.394,.433,.231,.163,.019,.019,.567,.489,.708,.294,.000,.000,.322,wainris01
562,Kemba Walker,PG,31,NYK,37,948,.403,.462,.138,.130,.084,.111,.538,.444,.569,.375,.323,.463,.367,walkeke02
563,Lonnie Walker IV,SG,23,SAS,70,1612,.407,.538,.166,.122,.093,.157,.462,.487,.693,.430,.366,.383,.314,walkelo01
564,M.J. Walker,SG,23,PHO,2,8,.000,.500,.250,.250,.000,.000,.500,.000,.000,.000,,,.000,walkemj01
565,Tyrone Wallace,SG,27,NOP,6,75,.350,.600,.350,.150,.050,.050,.400,.417,.714,.000,.000,.000,.250,wallaty01
566,Derrick Walton,PG,26,DET,3,108,.231,.500,.077,.192,.038,.192,.500,.231,.500,.200,.000,.200,.231,waltode01
567,Brad Wanamaker,PG,32,TOT,23,320,.364,.779,.208,.208,.169,.195,.221,.400,.438,.438,.462,.267,.235,wanambr01
567,Brad Wanamaker,PG,32,IND,22,293,.361,.764,.222,.222,.139,.181,.236,.400,.438,.438,.400,.308,.235,wanambr01
567,Brad Wanamaker,PG,32,WAS,1,27,.400,1.000,.000,.000,.600,.400,.000,.400,,,.667,.000,,wanambr01
568,Duane Washington Jr.,PG,21,IND,48,968,.405,.496,.201,.155,.080,.061,.504,.434,.535,.379,.353,.346,.377,washidu02
569,P.J. Washington,C,23,CHO,65,1768,.470,.434,.286,.132,.015,.002,.566,.606,.711,.400,.500,.000,.365,washipj01
570,Yuta Watanabe,SF,27,TOR,38,445,.406,.428,.167,.130,.101,.029,.572,.492,.565,.333,.571,.500,.342,watanyu01
571,Lindy Waters III,SG,24,OKC,25,465,.406,.166,.040,.097,.023,.006,.834,.621,.714,.647,.250,1.000,.363,waterli01
572,Tremont Waters,PG,24,TOT,3,50,.286,.357,.000,.143,.143,.071,.643,.400,,.500,.500,.000,.222,watertr01
572,Tremont Waters,PG,24,TOR,2,42,.250,.250,.000,.083,.083,.083,.750,.333,,.000,1.000,.000,.222,watertr01
572,Tremont Waters,PG,24,WAS,1,8,.500,1.000,.000,.500,.500,.000,.000,.500,,1.000,.000,,,watertr01
573,Trendon Watford,SF,21,POR,48,869,.532,.858,.371,.337,.135,.015,.142,.581,.768,.478,.361,.250,.237,watfotr01
574,Paul Watson,SF,27,OKC,9,156,.343,.257,.114,.114,.029,.000,.743,.667,.750,.500,1.000,,.231,watsopa01
575,Quinndary Weatherspoon,SG,25,GSW,11,73,.571,.762,.476,.238,.048,.000,.238,.688,.800,.600,.000,,.200,weathqu01
576,Russell Westbrook,PG,33,LAL,78,2678,.444,.785,.333,.232,.106,.114,.215,.485,.623,.388,.374,.379,.298,westbru01
577,Coby White,PG,21,CHI,61,1675,.433,.452,.183,.130,.065,.073,.548,.491,.661,.357,.381,.404,.385,whiteco01
578,Derrick White,SG,27,TOT,75,2199,.421,.539,.159,.231,.120,.029,.461,.515,.614,.503,.479,.217,.312,whitede01
578,Derrick White,SG,27,SAS,49,1486,.426,.547,.168,.228,.126,.025,.453,.519,.594,.515,.472,.286,.314,whitede01
578,Derrick White,SG,27,BOS,26,713,.409,.517,.135,.239,.104,.039,.483,.504,.677,.473,.500,.111,.306,whitede01
579,Hassan Whiteside,C,32,UTA,65,1162,.652,1.000,.552,.376,.058,.015,.000,.652,.802,.516,.263,.000,,whiteha01
580,Joe Wieskamp,SG,22,SAS,29,205,.357,.232,.071,.054,.036,.071,.768,.462,.750,.333,.500,.250,.326,wieskjo01
581,Aaron Wiggins,SG,23,OKC,50,1209,.463,.591,.249,.318,.018,.006,.409,.573,.655,.514,.500,.500,.304,wiggiaa01
582,Andrew Wiggins,SF,26,GSW,73,2329,.466,.608,.161,.242,.094,.111,.392,.513,.732,.490,.365,.372,.393,wiggian01
583,Lindell Wigginton,PG,23,MIL,19,199,.426,.574,.377,.180,.016,.000,.426,.486,.609,.273,.000,,.346,wiggili01
584,Brandon Williams,PG,22,POR,24,640,.372,.624,.259,.184,.099,.082,.376,.420,.507,.327,.429,.348,.292,willibr03
585,Grant Williams,PF,23,BOS,77,1875,.475,.403,.185,.169,.035,.014,.597,.569,.750,.493,.133,.167,.411,willigr01
586,Kenrich Williams,SF,27,OKC,49,1072,.461,.618,.243,.224,.079,.073,.382,.536,.649,.479,.480,.391,.339,willike04
587,Lou Williams,PG,35,ATL,56,799,.391,.681,.116,.159,.244,.163,.319,.404,.514,.392,.372,.385,.363,willilo02
588,Patrick Williams,PF,20,CHI,17,422,.529,.716,.275,.147,.108,.186,.284,.534,.714,.400,.545,.368,.517,willipa01
589,Robert Williams,C,24,BOS,61,1804,.736,.997,.772,.198,.014,.014,.003,.738,.792,.589,.200,.400,.000,williro04
590,Ziaire Williams,SF,20,MEM,62,1346,.450,.429,.179,.108,.083,.059,.571,.632,.855,.478,.343,.640,.314,willizi02
591,D.J. Wilson,PF,25,TOR,4,54,.733,.867,.400,.133,.200,.133,.133,.846,1.000,.500,.667,1.000,.000,wilsodj01
592,Dylan Windler,SF,25,CLE,50,459,.378,.286,.194,.082,.010,.000,.714,.571,.632,.500,.000,,.300,windldy01
593,Justise Winslow,PF,25,TOT,48,774,.428,.743,.354,.257,.070,.062,.257,.497,.681,.379,.222,.250,.227,winslju01
593,Justise Winslow,PF,25,LAC,37,479,.447,.794,.362,.319,.078,.035,.206,.518,.686,.422,.273,.200,.172,winslju01
593,Justise Winslow,PF,25,POR,11,295,.405,.681,.345,.181,.060,.095,.319,.468,.675,.286,.143,.273,.270,winslju01
594,Cassius Winston,PG,23,WAS,7,39,.364,.455,.091,.091,.182,.091,.545,.400,.000,.000,.500,1.000,.333,winstca01
595,Christian Wood,C,26,HOU,68,2094,.501,.617,.312,.211,.054,.041,.383,.570,.737,.454,.340,.194,.390,woodch01
596,Robert Woodard II,SF,22,SAC,12,42,.125,.750,.188,.250,.125,.188,.250,.083,.333,.000,.000,.000,.250,woodaro01
597,Delon Wright,SG,29,ATL,77,1452,.454,.569,.294,.190,.045,.041,.431,.510,.620,.412,.250,.455,.379,wrighde01
598,McKinley Wright IV,PG,23,MIN,5,19,.667,.333,.000,.333,.000,.000,.667,1.000,,1.000,,,.500,wrighmc01
599,Moses Wright,PF,23,TOT,4,14,.250,.750,.250,.000,.500,.000,.250,.333,1.000,,.000,,.000,wrighmo01
599,Moses Wright,PF,23,LAC,1,1,,,,,,,,,,,,,,wrighmo01
599,Moses Wright,PF,23,DAL,3,13,.250,.750,.250,.000,.500,.000,.250,.333,1.000,,.000,,.000,wrighmo01
600,Gabe York,SG,28,IND,2,21,.286,.143,.000,.143,.000,.000,.857,1.000,,1.000,,,.167,yorkga01
601,Thaddeus Young,PF,33,TOT,52,845,.518,.824,.382,.393,.026,.022,.176,.554,.625,.523,.286,.167,.354,youngth01
601,Thaddeus Young,PF,33,SAS,26,370,.578,.961,.391,.516,.031,.023,.039,.602,.720,.561,.000,.333,.000,youngth01
601,Thaddeus Young,PF,33,TOR,26,475,.465,.701,.375,.285,.021,.021,.299,.495,.537,.463,.667,.000,.395,youngth01
602,Trae Young,PG,23,ATL,76,2652,.460,.605,.159,.204,.116,.126,.395,.512,.620,.451,.469,.513,.382,youngtr01
603,Omer Yurtseven,C,23,MIA,56,706,.526,.955,.437,.385,.113,.020,.045,.547,.722,.432,.357,.000,.091,yurtsom01
604,Cody Zeller,C,29,POR,27,355,.567,.956,.644,.267,.033,.011,.044,.593,.621,.542,.333,1.000,.000,zelleco01
605,Ivica Zubac,C,24,LAC,76,1852,.626,1.000,.580,.382,.032,.006,.000,.626,.714,.508,.500,.333,,zubaciv01s
